,actual level,level model,ar level model,differences model,ar differences model
7918,24.0,1.0460173862350075,-1.0605887826127436,7.942392465860443,0.7319917149947869
4388,24.0,42.411976455513184,2.1117097607856152,-65.17767792141989,-72.8596593550909
5064,67.0,30.936905264266855,19.87658160381642,-2.5342013655509357,-1.4010996203700157
7040,-200.0,-207.75692833828742,-140.64172469214049,-2.8863291995744875,0.7319917149947869
4842,41.0,37.618674493673126,10.359685973621346,8.610783834345133,10.6864179466972
7360,32.0,22.42360047932692,9.725226264941675,-4.191197327830766,0.7319917149947869
635,17.0,3.215979437953621,-8.674105286768803,-4.687592118252294,0.7319917149947869
7245,20.0,1.1315720439389452,-4.232887326011101,3.3148557832141785,0.7319917149947869
7895,48.0,-0.9157326368112138,5.918468012863645,-2.089128276063537,0.7319917149947869
1363,3.0,8.521814101956267,-2.3295081999720857,-1.2756258929544853,3.57611349548119
5765,12.0,1.5227937456885456,-5.5018067433704445,-3.970293222721362,0.7319917149947869
39,31.0,-226.51733935731946,-140.64172469214049,-1.1699875058679114,0.7319917149947869
9057,-2000.0,-3.83647118553921,-1.0605887826127436,86.52719438092977,-81.39202469655011
6673,43.0,62.80241276167786,30.027936942691163,13.667842095940891,0.37647649243398645
7147,21.0,7.423231277937617,4.015088886824628,3.0482917679964867,0.37647649243398645
7242,20.0,6.482153845817223,-3.5984276173314296,2.7642024012522866,0.37647649243398645
4727,49.0,55.976842821153184,15.435363643058718,2.8395318096888147,-1.7566148429308162
841,-200.0,-221.69110526036272,-140.64172469214049,1.9359946534347316,0.7319917149947869
2633,19.0,37.81350539182213,-0.42612907393307076,10.948518263946855,0.7319917149947869
6464,1.0,7.774692146273566,-6.136266452050116,-6.154076622121731,-4.95625184597802
3873,5.0,-75.31978178328761,-11.21194412148749,3.3470369573670085,1.0875069375555872
4456,-200.0,-206.58744530070464,-140.64172469214049,45.98073884056525,-3.534190955734818
2702,29.0,38.65466032702054,10.994145682301017,20.296370015971057,0.7319917149947869
6330,25.0,19.770620859925288,-10.577484412807816,7.882757773310462,-4.95625184597802
4339,14.0,-73.05516776707908,0.2083306347466003,-8.270106871532096,2.509567827798789
1946,15.0,12.482371752834325,-5.5018067433704445,8.088681066198383,-0.6900691752484148
8582,42.0,18.294002991665053,5.284008304183974,10.462474044317009,-2.1121300654916166
31,14.0,10.540483581247315,-1.6950484912924146,1.856878031340869,1.0875069375555872
2087,23.0,18.243178991714288,-2.9639679086517585,-6.928878107949459,2.509567827798789
7088,-200.0,-230.59925493454392,-140.64172469214049,-141.51679330590864,1.0875069375555872
8973,21.0,-1.007972384237334,-4.8673470346907735,-2.6125172148351066,0.7319917149947869
7634,27.0,-6.92094773952995,-9.308564995448474,16.594921090867274,-1.7566148429308162
8074,15.0,1.0696809369672877,-4.8673470346907735,1.8783058274188709,-0.33455395268761434
1785,-200.0,-211.20167941724011,-140.64172469214049,2.6271245403635346,1.4430221601163877
9334,14.0,8.141111386049715,-5.5018067433704445,-11.707228158195605,2.509567827798789
2196,29.0,13.348046247382044,-6.136266452050116,33.8621543718072,1.0875069375555872
1166,46.0,41.211265130405906,12.897524808340034,4.548380919634514,0.37647649243398645
8671,9.0,-19.438119759873516,-6.136266452050116,-0.996765375733466,4.642659163163592
1750,28.0,11.25799563253264,-0.42612907393307076,-7.175581525758301,2.865083050359589
5453,29.0,12.75929687188642,2.7461694694652863,11.889948011465773,4.287143940602792
8055,33.0,60.58603380179815,3.3806291781449573,-11.301046751615601,0.020961269873186028
628,16.0,11.03674003091561,-2.9639679086517585,-138.44536613260223,0.7319917149947869
5595,17.0,27.54461621922472,-2.3295081999720857,-1.2765678056239906,1.4430221601163877
6891,33.0,-0.28461263877130705,7.187387430222987,-4.5575580870948444,-6.7338279587820224
33,-200.0,-88.13957538577404,-8.674105286768803,2.737868841644361,1.0875069375555872
8992,24.0,3.317353996400243,-4.232887326011101,204.02998955916243,74.67915800764128
7835,4.0,-58.097228746333336,-11.21194412148749,1.4231890676116628,0.7319917149947869
4347,-200.0,-80.50458731959935,0.2083306347466003,10.438502759841313,5.709204830845993
3482,12.0,25.149569776780083,-2.9639679086517585,7.95013866196851,-1.7566148429308162
7184,8.0,4.827254657691,-5.5018067433704445,5.201672969661624,-4.95625184597802
4764,6.0,-26.317172481071538,-11.21194412148749,2.2449858145420065,0.7319917149947869
4821,2.0,9.470283517872275,-2.3295081999720857,-3.3060639259425226,0.37647649243398645
1874,-200.0,-209.6141574229496,-140.64172469214049,6.636432868515027,0.7319917149947869
5667,32.0,25.981829034633193,6.552927721543316,10.819355518458927,-7.4448584039036225
9188,13.0,-3.7506521915420308,-6.136266452050116,-7.551382197235413,7.1312657210891945
938,-200.0,-207.9540871176793,-140.64172469214049,6.738710635140242,1.4430221601163877
1237,15.0,8.222823016991981,-6.136266452050116,3.3160358708628204,0.37647649243398645
3043,17.0,24.39189659364311,-12.480863538846831,-4.385629711067364,-8.511404071586023
7503,31.0,29.969561601247563,12.26306509966036,2.4994595850671417,0.37647649243398645
3884,1.0,-4.501130488867091,-13.115323247526504,828.928593757811,713.8955281719604
2081,14.0,4.648452389555928,-6.7707261607297875,-132.04441664833857,1.4430221601163877
3519,-200.0,-199.8030229030911,-140.64172469214049,2.633674431414806,-11.355525852072427
5704,34.0,21.08532602621071,9.725226264941675,0.4293841694237126,0.7319917149947869
7198,38.0,38.119387350318476,4.649548595504303,1.8767291957345948,0.7319917149947869
1817,21.0,28.615975542177225,6.552927721543316,17.354479195533933,9.264357056453997
247,16.0,1.6382967767963663,-0.42612907393307076,-6.072051669856899,0.7319917149947869
9072,62.0,27.09553305548316,10.994145682301017,4.09445786098088,2.509567827798789
8487,17.0,-8.296926287073944,-6.136266452050116,9.922193024130934,0.020961269873186028
1478,48.0,39.78194894608603,21.14550102117576,1.460448903717507,0.020961269873186028
6027,22.0,16.694385340771206,4.015088886824628,-3.221565666248316,3.2205982729203897
4401,4.0,-87.9765828656024,-10.577484412807816,5.467831361201824,3.9316287180419907
4479,31.0,-206.12139880464937,-140.64172469214049,-1.4658044538307924,0.7319917149947869
1085,12.0,13.909610375241186,-5.5018067433704445,14.039529296724698,0.7319917149947869
3580,18.0,14.535168686764735,-4.232887326011101,1.9708678778931379,0.7319917149947869
8765,14.0,-15.850115259000134,-4.8673470346907735,-7.415586189250312,1.0875069375555872
7283,12.0,-5.597857732080541,-6.136266452050116,36.51421713734641,1.4430221601163877
8178,11.0,-11.546573992561122,-0.42612907393307076,32.192377270601845,-1.7566148429308162
3412,-200.0,-106.6178887874156,-140.64172469214049,-5.958563207234726,-4.60073662341722
154,5.0,-125.02076973234482,-140.64172469214049,9.671187334833753,0.7319917149947869
1985,19.0,17.41274474204235,-3.5984276173314296,-73.78572116006647,-72.14862890996929
760,18.0,-1.4359944356705228,-3.5984276173314296,217.77132586518218,75.74570367532368
2111,12.0,-0.018428585093602123,-13.115323247526504,-3.4678720153754545,1.4430221601163877
2350,26.0,29.268115263454888,0.8427903434262713,-141.81146983864943,0.7319917149947869
2041,-200.0,-201.92354224751313,-140.64172469214049,135.59006626093785,0.37647649243398645
8109,71.0,114.18564108475246,24.952259273253794,1.749290934288223,-2.1121300654916166
1425,-200.0,-200.76442184724817,-140.64172469214049,-31.238950602603268,0.7319917149947869
2097,1.0,-58.781300032495594,-6.7707261607297875,0.5219061529152602,-1.0455843978092152
8701,34.0,-10.869972762894577,-5.5018067433704445,42.83751064654494,-2.8231605106132176
5900,34.0,52.849361300313944,10.994145682301017,0.06641876475298947,-1.7566148429308162
3925,-200.0,-199.46317397165072,-140.64172469214049,31.92832076245552,-6.378312736221222
2529,6.0,-73.36280616051556,-8.674105286768803,13.912212327152972,0.7319917149947869
5867,3.0,-24.3398029211848,-12.480863538846831,7.621434056703732,-0.6900691752484148
8538,8.0,-43.48358666812159,-9.308564995448474,-0.2692251630777833,0.7319917149947869
7261,17.0,-10.28908388052102,-7.405185869409459,2.4022133901407106,1.0875069375555872
1654,3.0,15.822515048926675,-1.6950484912924146,-6.562990694882957,2.509567827798789
8905,44.0,44.50622646501273,16.704283060418064,-2.1837705526669238,-0.6900691752484148
7618,9.0,-0.1172358795739541,-10.577484412807816,129.6054928032166,1.0875069375555872
4959,-200.0,-205.23190464828758,-140.64172469214049,3.578434753484383,-8.155888849025223
5296,-200.0,-206.34355335408264,-140.64172469214049,2.553172513600592,0.7319917149947869
4699,22.0,26.161621455315384,2.7461694694652863,12.736796934329814,-4.245221400856419
7960,9.0,2.014220497412751,-5.5018067433704445,-2.0976914707571765,0.37647649243398645
273,-200.0,-85.5900721579879,-11.21194412148749,-16.104928729442687,2.509567827798789
7923,30.0,22.492677529733456,3.3806291781449573,198.87172735715745,73.25709711739808
4115,-200.0,-193.28523394696208,-140.64172469214049,-17.073705512675357,-13.48861718743723
7479,10.0,-5.645125490636815,-2.9639679086517585,5.22806849855668,0.7319917149947869
9312,12.0,-8.660773735632148,-6.7707261607297875,26.319425741822105,2.509567827798789
2412,9.0,2.3653215613584564,-10.577484412807816,-0.37220058639046316,-1.4010996203700157
2892,29.0,4.403404806695605,-13.115323247526504,-29.653978627893682,13.530539727183603
3701,16.0,6.567415409456288,-4.232887326011101,-0.37122371984888436,0.7319917149947869
4382,35.0,21.21701925088179,6.552927721543316,-2.840110697533447,1.0875069375555872
5741,16.0,15.633148655224076,1.4772500521059442,-8.664784153715544,-1.4010996203700157
5292,-200.0,-195.702176383734,-140.64172469214049,-24.073009412104412,1.7985373826771882
9070,25.0,10.62600949129552,0.2083306347466003,-1.6958897170411937,-2.8231605106132176
7655,-2000.0,-1167.8731168656554,-1282.6692003155495,-140.80663019757188,1.4430221601163877
8181,11.0,-18.42072275852931,-6.7707261607297875,-29.303958582741984,0.7319917149947869
6198,28.0,34.703733881994964,10.994145682301017,5.449790324195932,0.7319917149947869
5623,13.0,12.394712959685734,-4.232887326011101,2.653762375578717,0.7319917149947869
2016,-200.0,-119.10374229354774,-140.64172469214049,-3.244173907816946,-0.6900691752484148
7556,2.0,-2.0724719253361457,-9.943024704128145,1.168372655720281,3.2205982729203897
4945,-200.0,-213.2047340778177,-140.64172469214049,-2.440231427106453,1.0875069375555872
133,34.0,-0.2300188211297467,-5.5018067433704445,6.218794012828316,0.7319917149947869
3101,22.0,16.521432824308476,1.4772500521059442,4.633589090702406,-6.7338279587820224
4068,24.0,-10.491813519225758,-6.7707261607297875,0.9783822746563446,12.463994059501202
3700,15.0,4.800868538807094,-4.8673470346907735,-3.9636533329886197,0.37647649243398645
9047,33.0,0.478436179712574,-2.9639679086517585,-5.182051254147147,1.4430221601163877
3725,14.0,12.088128259522477,-3.5984276173314296,3.339415414401892,0.7319917149947869
2731,17.0,30.75731980900312,-1.6950484912924146,-9.040237244256076,-10.644495406950826
454,19.0,1.3691776173450876,-4.232887326011101,6.5657337997063,0.37647649243398645
5136,22.0,6.290239093920903,-12.480863538846831,7.071055003501704,-0.6900691752484148
7004,2.0,0.07257293699396428,-4.8673470346907735,1.8069920793625678,0.7319917149947869
6845,11.0,-24.236122114977647,-6.7707261607297875,-4.519313739985669,-0.33455395268761434
5419,37.0,25.87138395123563,10.359685973621346,-3.338565255112491,0.7319917149947869
342,1.0,6.7637187433286385,-5.5018067433704445,-8.833430965100199,2.1540526052379887
3826,4.0,-11.051546819740523,-11.21194412148749,-10.354111509241573,4.998174385724392
8259,21.0,10.921820375186712,2.1117097607856152,4.1666838689141095,0.7319917149947869
5155,32.0,26.64259484739921,5.918468012863645,-1.9325207056918177,0.7319917149947869
834,-200.0,13.641487382792533,-0.42612907393307076,-4.353412862162215,-2.467645288052417
8722,9.0,-28.721741894327607,-8.674105286768803,-5.819016782099675,0.7319917149947869
4255,9.0,-82.98013865148036,-6.136266452050116,-1.4171178052876443,-0.33455395268761434
5124,13.0,4.306388461111823,-6.136266452050116,-1.334452226527996,0.7319917149947869
8162,10.0,15.736966171662175,-0.42612907393307076,-4.197028450425645,1.0875069375555872
1845,13.0,14.473587804862447,-3.5984276173314296,2.3494002260883144,1.4430221601163877
7898,41.0,26.309212957170033,23.683339855894452,-3.503099786595973,0.7319917149947869
1755,26.0,-2.6085229355041406,-6.136266452050116,-11.068204995948193,5.709204830845993
6221,4.0,36.44885044147307,12.26306509966036,5.006693305393112,0.37647649243398645
5631,21.0,10.905047198270964,-5.5018067433704445,-4.194608121368192,2.1540526052379887
8925,22.0,19.61044104052938,-0.42612907393307076,1.1773346340714672,1.0875069375555872
6043,43.0,40.57243822889035,12.897524808340034,0.25705730023954443,-2.8231605106132176
519,28.0,52.14657823747052,15.435363643058718,-0.9274180305109709,1.0875069375555872
843,-200.0,-222.81447186039298,-140.64172469214049,3.846590544282021,7.1312657210891945
2395,2.0,20.17488473874731,-12.480863538846831,-2.9480989422627912,0.020961269873186028
8078,38.0,66.26194566263652,7.187387430222987,0.7320981680860881,3.57611349548119
4406,3.0,37.494435608227235,12.26306509966036,40.42516065513569,19.57429851071721
1091,5.0,-21.013307940155187,-11.84640383016716,0.48460619325248366,1.4430221601163877
2604,6.0,-1.8449714990420887,-9.943024704128145,5.931345420714409,-1.0455843978092152
5325,-200.0,-213.88542126203782,-140.64172469214049,4.378955644439534,0.7319917149947869
296,5.0,-2.0607277802332646,-9.308564995448474,15.254359335425743,-5.667282291099621
7411,24.0,8.575531431381279,0.2083306347466003,-142.3432941191308,1.4430221601163877
8161,21.0,27.31151953245586,2.1117097607856152,126.68086949492762,0.7319917149947869
7793,11.0,-27.93090621338301,-6.7707261607297875,1.2841898577196451,4.998174385724392
7863,41.0,29.416142732820532,16.704283060418064,5.403061746729911,0.37647649243398645
7569,6.0,-106.17883633738136,-9.308564995448474,-9.34117103834702,-3.178675733174018
8096,16.0,13.930208440938387,-1.0605887826127436,29.863493374194395,5.709204830845993
7883,22.0,-14.17374759893815,-1.0605887826127436,3.5294705495673706,0.7319917149947869
8497,26.0,-8.761051272409162,-3.5984276173314296,-3.9208504589807447,1.0875069375555872
6600,42.0,3.1823691228102007,-11.21194412148749,-0.7019531792368934,0.7319917149947869
4201,3.0,51.553720513402226,14.166444225699376,7.606704350920636,-1.4010996203700157
1525,36.0,4.835463402476279,-12.480863538846831,3.234045058063496,0.7319917149947869
1480,3.0,37.91155991784515,14.800903934379047,-1.5753894366234715,0.7319917149947869
7029,-200.0,-222.9061811575374,-140.64172469214049,145.07000541432544,1.7985373826771882
1815,26.0,-7.680721803616706,-0.42612907393307076,4.332199847014849,-0.6900691752484148
4884,-200.0,-210.0479886017601,-140.64172469214049,9.295601284559208,-3.178675733174018
6740,48.0,81.9766463069727,21.14550102117576,6.108361519915987,3.2205982729203897
3431,13.0,7.355846952082345,-13.115323247526504,15.971737158799755,-1.4010996203700157
1751,28.0,15.109183805245152,4.015088886824628,2.238201852194908,1.0875069375555872
3705,-200.0,-70.82800880819448,-9.943024704128145,2.1970058535400305,3.9316287180419907
683,11.0,2.928018460799649,-8.674105286768803,7.502529912586133,0.7319917149947869
3616,13.0,-2.236500409105389,-13.115323247526504,149.19265411577624,2.1540526052379887
1812,11.0,-29.976413536227582,-12.480863538846831,2.222475999477294,2.865083050359589
325,31.0,0.22936733349661154,-6.136266452050116,1.4322497525576114,0.020961269873186028
2343,24.0,35.990286182946306,7.187387430222987,11.93600537173117,-6.0227975136604215
4075,14.0,2.133014248995025,-4.232887326011101,7.68641682048485,0.020961269873186028
6143,24.0,-1.3840912408156214,-0.42612907393307076,4.348610947670362,6.775750498528394
2294,14.0,17.530830288063186,-2.3295081999720857,-162.08265505796612,3.2205982729203897
5794,7.0,-130.55463255973262,-140.64172469214049,1.9584861089300172,-0.33455395268761434
7797,12.0,-31.543076318375334,-7.405185869409459,-6.222320400732735,1.0875069375555872
4777,27.0,-2.776515311338869,1.4772500521059442,2.2002335005581246,-4.245221400856419
5891,11.0,-0.5592337744192548,-6.7707261607297875,1.4754382684277114,0.7319917149947869
7735,2.0,-39.05981759923334,-12.480863538846831,-6.168099520933508,0.020961269873186028
7517,16.0,-8.065791501848722,-1.6950484912924146,24.124689424852097,1.4430221601163877
5658,25.0,11.737218111224792,3.3806291781449573,-6.543238385889961,-1.7566148429308162
6316,31.0,24.098043750499087,7.187387430222987,7.636641022290471,0.37647649243398645
8272,14.0,-2.1550715815999695,-1.0605887826127436,24.629552385735394,-1.0455843978092152
4220,-200.0,-194.42282228153277,-140.64172469214049,-2.28924427752972,0.7319917149947869
2875,14.0,26.482435316452907,-5.5018067433704445,141.35993744070663,0.7319917149947869
1468,11.0,12.386578099832462,-2.9639679086517585,7.204653583270004,0.7319917149947869
3992,5.0,-13.829778673056381,-9.308564995448474,5.561508399150664,7.8422961662107955
487,9.0,-16.197234457746262,-13.115323247526504,8.795126218643794,-9.222434516707624
9090,33.0,23.21437262019606,6.552927721543316,-6.0880045171567,-2.1121300654916166
4379,6.0,-14.150973165773394,-11.21194412148749,123.13073733905377,0.37647649243398645
5578,11.0,-116.16623708728652,-140.64172469214049,5.573671018890143,2.865083050359589
1835,-200.0,-209.8825233746831,-140.64172469214049,1.3827815896146864,0.7319917149947869
5109,27.0,10.490987433418212,2.7461694694652863,130.8220356207326,1.7985373826771882
558,13.0,8.661803700784958,-3.5984276173314296,1.1617967242894132,1.0875069375555872
2735,24.0,48.60555221024808,-0.42612907393307076,-8.985893127816887,1.7985373826771882
831,27.0,43.85531869306388,13.531984517019705,-1.4139341600307258,0.020961269873186028
3079,12.0,9.347940910436407,-3.5984276173314296,-7.946353953448567,-3.534190955734818
9162,13.0,4.284568389342525,-4.232887326011101,-7.6153943409989155,2.509567827798789
9035,7.0,-10.96177110417699,-9.943024704128145,-2.017256660169278,0.7319917149947869
7573,34.0,-12.958643421335353,-7.405185869409459,7.616921030891619,-2.467645288052417
1638,4.0,-16.260959761809545,-13.115323247526504,-3.073788499132508,0.7319917149947869
4532,-200.0,-199.0144875629338,-140.64172469214049,-10.475845196214419,-9.577949739268425
521,17.0,8.664236637982398,-3.5984276173314296,5.565824320421252,0.37647649243398645
5031,-200.0,-215.30334105044255,-140.64172469214049,1.1429815396303669,0.37647649243398645
8030,29.0,12.51405109541497,-0.42612907393307076,-140.120414343389,-0.6900691752484148
5283,-200.0,-197.68238135901964,-140.64172469214049,-6.405881942391603,0.7319917149947869
2509,32.0,39.32322738010117,10.359685973621346,10.666725678639114,0.020961269873186028
6500,25.0,26.684737249144774,7.187387430222987,-1.2989177120597084,2.1540526052379887
578,-200.0,-218.71448623202056,-140.64172469214049,2.468750354942967,0.37647649243398645
3895,-200.0,-194.88526515151835,-140.64172469214049,-1.0474231133037204,0.7319917149947869
1379,15.0,-2.5177276480930715,-9.308564995448474,-154.89081584995972,1.7985373826771882
8409,-2000.0,-94.66949690280263,-9.308564995448474,-8.322486465771092,2.865083050359589
2193,-200.0,-74.00403003780727,-9.943024704128145,6.742848392462225,0.37647649243398645
580,-200.0,-216.6909331204517,-140.64172469214049,7.806489256182366,-0.6900691752484148
8350,22.0,24.787913857344307,-1.6950484912924146,-2.5913671671100493,0.7319917149947869
3771,1.0,8.498003964070392,-6.136266452050116,-3.668361023034815,3.9316287180419907
6579,8.0,-2.0596319451970544,-3.5984276173314296,1.1357455948702198,-1.7566148429308162
9325,7.0,-21.23758387824759,-9.943024704128145,13.46075833727095,0.7319917149947869
4637,11.0,12.923876889797214,-2.3295081999720857,122.7583955300072,0.7319917149947869
3318,-200.0,-114.51234232003326,-140.64172469214049,-2.4239554265465415,2.509567827798789
2836,24.0,17.357807806653383,-0.42612907393307076,-0.636021168593742,3.2205982729203897
8236,24.0,13.194348509533285,4.015088886824628,-2.286948112091488,0.7319917149947869
8029,21.0,-16.958324139043754,-7.405185869409459,-2.1872297963152114,0.7319917149947869
7657,-2000.0,-1157.9649600227244,-1282.6692003155495,-1.7263795887628195,0.7319917149947869
5355,-200.0,-209.5161232529735,-140.64172469214049,1.5425627994504385,-5.667282291099621
4214,33.0,30.026748784300054,19.242121895136748,27.85997308204502,8.197811388771596
15,17.0,6.927644688995969,0.2083306347466003,-134.90198913983915,0.7319917149947869
8638,20.0,-0.08422932455093246,-2.3295081999720857,0.3658816740628348,2.509567827798789
1167,34.0,50.72688096097133,15.435363643058718,-0.2906576987063687,-2.1121300654916166
1869,-200.0,-202.4038800262514,-140.64172469214049,8.252067479319443,-0.6900691752484148
8446,23.0,4.778773318940637,-1.0605887826127436,2.415392994295314,0.7319917149947869
9237,17.0,12.055363492831688,-2.3295081999720857,0.3126774668082595,-3.534190955734818
598,-200.0,-213.40805345338998,-140.64172469214049,-2.994280851356746,0.7319917149947869
4681,44.0,67.28569291131254,20.51104131249609,1.580656636916227,0.7319917149947869
6677,19.0,2.9150019476941225,-2.9639679086517585,5.649171519526879,-2.8231605106132176
7961,10.0,-15.8993279424881,-8.03964557808913,1.3827815896146864,0.7319917149947869
4391,54.0,66.77495038640512,12.897524808340034,2.806999510481657,0.37647649243398645
8892,10.0,-6.140956279914278,-8.674105286768803,-1.2515860428936278,3.2205982729203897
1035,-200.0,-214.43434267316138,-140.64172469214049,4.014945595966865,15.663631062548406
4101,-200.0,-194.07714225417436,-140.64172469214049,-2.994797091301172,1.4430221601163877
2936,1.0,-4.796851921482585,-10.577484412807816,13.505048845791062,-2.467645288052417
2931,14.0,11.16032950854418,-5.5018067433704445,205.01348108088712,72.90158189483728
8037,15.0,-6.077866614422831,-3.5984276173314296,-7.504513095998164,1.0875069375555872
771,11.0,-5.336698109407365,-6.7707261607297875,-0.4437603511579684,0.7319917149947869
1240,19.0,10.370915717906001,-0.42612907393307076,-2.5680149978414017,0.7319917149947869
2930,13.0,8.00116869953628,-5.5018067433704445,13.657044751413352,1.0875069375555872
3335,-200.0,-98.75285099084161,-140.64172469214049,7.6462315532728775,-0.6900691752484148
134,37.0,20.31781752067704,7.821847138902658,3.206874662247345,0.7319917149947869
9127,15.0,14.331822385317295,0.2083306347466003,-3.0919565431336293,-0.33455395268761434
3402,-200.0,-103.1161799974198,-140.64172469214049,15.00184189669136,7.486780943649995
1123,13.0,7.082646528034019,-3.5984276173314296,1.3827815896146864,0.7319917149947869
574,-200.0,-215.91357673730062,-140.64172469214049,-5.122083922248932,0.37647649243398645
4172,19.0,-64.97848408955676,4.649548595504303,3.0927801661989056,0.7319917149947869
1156,2.0,13.55290885075351,-2.3295081999720857,3.3033217702985054,1.4430221601163877
4901,19.0,9.201994218028787,-2.9639679086517585,10.205465400039401,7.8422961662107955
5671,11.0,12.412838638425228,-3.5984276173314296,3.035589898586137,0.020961269873186028
7432,38.0,31.85194719436967,12.26306509966036,-8.576806772285547,-9.222434516707624
4919,-200.0,50.27510356521364,21.779960729855432,-2.5155431351263657,1.4430221601163877
2615,16.0,30.109406656025428,-3.5984276173314296,-16.629160775536672,-0.33455395268761434
5178,-200.0,-206.70351829958292,-140.64172469214049,-0.9573968651959648,0.37647649243398645
3558,-200.0,-108.32354863153444,-140.64172469214049,-5.272930951573909,0.7319917149947869
4978,-200.0,-194.42532236095008,-140.64172469214049,6.42735624474092,0.37647649243398645
1231,16.0,13.763631554999535,1.4772500521059442,-10.428297241994716,-2.1121300654916166
1194,38.0,7.079684708259364,-12.480863538846831,155.82258719319174,1.7985373826771882
8433,10.0,-93.3545963439684,-6.7707261607297875,-1.4727492615913502,0.37647649243398645
3445,8.0,-5.4110315587733595,-11.21194412148749,-1.5037048405584748,0.020961269873186028
196,17.0,6.751425630905203,-0.42612907393307076,4.870976790347658,0.7319917149947869
8432,11.0,19.432272461296236,-4.232887326011101,-7.696150375940797,2.1540526052379887
7093,-200.0,-229.83207516707924,-140.64172469214049,4.9119654237251575,-1.4010996203700157
4109,-200.0,-200.80477596833987,-140.64172469214049,9.333061759549494,1.4430221601163877
5857,47.0,-71.38079979894738,15.435363643058718,6.557225902091691,-1.0455843978092152
1585,33.0,13.797196616784134,2.1117097607856152,3.5769663884178575,0.7319917149947869
8786,28.0,43.58158874344369,10.359685973621346,31.644323278338508,-11.000010629511626
18,19.0,5.623545319438051,-3.5984276173314296,4.8445213787263555,-4.60073662341722
2669,25.0,21.092782072969854,0.2083306347466003,5.396003172437659,-0.33455395268761434
9187,12.0,-1.1260201765023652,-4.8673470346907735,4.459946489872151,2.865083050359589
1607,18.0,12.977547459793442,-1.6950484912924146,-24.408396923254195,4.287143940602792
6383,75.0,68.24229254888417,25.586718981933465,-10.924113094164703,-3.8897061782956186
3879,12.0,-7.818187888143854,-13.115323247526504,2.7689143881588123,0.7319917149947869
888,64.0,68.78631611269006,19.242121895136748,9.22149000529497,-1.0455843978092152
4133,-200.0,-200.87838516273416,-140.64172469214049,0.2949311257231002,0.020961269873186028
5668,27.0,26.32931828507742,6.552927721543316,1.5181610079705408,-1.0455843978092152
3861,14.0,-194.26836709855237,-140.64172469214049,11.738406516945187,0.7319917149947869
6791,12.0,-31.017921462847113,-8.674105286768803,1.5629456166896272,0.7319917149947869
2782,7.0,8.81906382555944,-9.943024704128145,3.527217273577839,3.57611349548119
2029,-200.0,-107.39363667617293,-140.64172469214049,140.4539990206756,1.4430221601163877
